,Age,Gender,Income,Location,Device,Interest_Category,Time_Spent_on_Site,Number_of_Pages_Viewed,Click
1168,18,Female,37374,Suburban,Tablet,Travel,39.71098600268294,8,0
1169,57,Female,96674,Rural,Mobile,Travel,79.78415201845337,16,0
1170,32,Male,65913,Suburban,Tablet,Fashion,42.83565891115678,18,1
1171,38,Male,86025,Urban,Mobile,Travel,50.01724114136418,9,0
1172,64,Female,64516,Rural,Tablet,Sports,35.1429917819316,12,1
1173,26,Male,46069,Urban,Tablet,Travel,44.45006066619617,19,0
1174,26,Female,76233,Suburban,Tablet,Fashion,52.23054606745246,18,1
1175,27,Female,79049,Suburban,Desktop,Technology,87.84784794561943,5,1
1176,43,Male,59178,Urban,Mobile,Sports,63.82666233700105,2,0
1177,58,Male,52821,Rural,Desktop,Sports,113.50999997305235,7,1
1178,52,Male,71727,Suburban,Mobile,Fashion,9.816245291459182,10,0
1179,42,Male,80935,Suburban,Mobile,Fashion,62.85285710268324,15,0
1180,43,Female,36999,Rural,Desktop,Fashion,72.18585071564759,7,0
1181,28,Female,82522,Suburban,Tablet,Fashion,110.8226533985415,5,1
1182,55,Female,58712,Urban,Mobile,Sports,10.653230216464173,15,1
1183,19,Male,84551,Suburban,Tablet,Technology,70.95245226754984,15,1
1184,24,Female,60172,Suburban,Desktop,Travel,103.16744178071507,10,1
1185,35,Male,53722,Rural,Tablet,Travel,32.82168873371221,14,0
1186,44,Male,30625,Urban,Mobile,Technology,105.77362008025281,10,1
1187,51,Male,87165,Rural,Mobile,Technology,7.18999206654356,17,0
1188,44,Male,96509,Suburban,Mobile,Technology,89.23228235037892,14,0
1189,34,Male,26859,Suburban,Desktop,Fashion,112.3080204343951,2,1
1190,60,Male,61609,Rural,Mobile,Sports,80.57773108860715,16,1
1191,61,Female,63307,Rural,Desktop,Sports,55.48836305775151,13,0
1192,41,Male,41839,Rural,Tablet,Sports,10.161316894362573,9,1
1193,42,Female,47216,Urban,Mobile,Fashion,110.81308853210231,7,0
1194,24,Female,72953,Suburban,Mobile,Sports,59.0840656095311,16,1
1195,23,Male,80593,Rural,Mobile,Fashion,8.334625598634021,10,1
1196,41,Male,92075,Suburban,Tablet,Sports,84.32942320280762,9,0
1197,50,Male,69522,Urban,Mobile,Technology,60.41128416126969,7,0
1198,46,Female,24886,Urban,Desktop,Travel,19.299711505877234,16,0
1199,60,Male,27485,Urban,Tablet,Travel,29.64125807067985,9,1
1200,39,Female,51455,Urban,Tablet,Fashion,12.416428252422321,17,1
1201,43,Male,36767,Suburban,Tablet,Sports,71.04375706648595,7,1
1202,45,Male,48453,Urban,Tablet,Travel,76.53339011398106,11,0
1203,38,Female,96280,Urban,Tablet,Technology,63.160364310876105,8,0
1204,24,Female,73442,Rural,Desktop,Technology,98.96674529530071,7,1
1205,34,Male,71877,Urban,Tablet,Technology,104.01601445042157,19,0
1206,37,Female,32226,Rural,Mobile,Fashion,75.79680561855956,12,1
1207,58,Female,42588,Urban,Tablet,Fashion,6.466995166354513,7,0
1208,37,Female,98976,Urban,Tablet,Sports,84.9514104109896,8,1
1209,39,Female,51709,Rural,Tablet,Technology,53.06990994584043,7,1
1210,45,Female,67788,Urban,Tablet,Sports,70.0391105710345,6,1
1211,57,Male,57019,Suburban,Tablet,Sports,79.64426923217171,9,0
1212,24,Male,64948,Suburban,Desktop,Technology,45.27721064761383,13,0
1213,18,Female,85133,Urban,Desktop,Sports,110.46632809475634,7,1
1214,49,Male,86458,Suburban,Tablet,Travel,20.407109676224838,8,1
1215,30,Male,47526,Rural,Desktop,Fashion,82.2238578373193,17,1
1216,47,Female,93493,Urban,Mobile,Sports,5.50135169500675,17,1
1217,40,Male,72198,Urban,Tablet,Technology,111.3348771215958,16,1
1218,36,Female,63395,Rural,Mobile,Fashion,17.937975322380524,2,1
1219,49,Female,44031,Rural,Mobile,Fashion,15.911686466971084,8,0
1220,47,Male,95542,Rural,Tablet,Sports,43.29587780100809,17,0
1221,46,Female,57701,Urban,Mobile,Travel,47.96012289449427,13,0
1222,62,Female,45939,Rural,Mobile,Sports,29.64450831713104,18,0
1223,46,Female,69145,Rural,Mobile,Travel,72.28899100661934,10,1
1224,47,Female,40324,Suburban,Tablet,Fashion,55.93512127482581,2,1
1225,33,Female,42867,Suburban,Tablet,Sports,8.930192739725053,2,1
1226,57,Male,20203,Urban,Mobile,Technology,41.759987159359575,14,0
1227,36,Male,36544,Suburban,Tablet,Sports,98.1997850609146,16,0
1228,35,Female,35899,Suburban,Tablet,Travel,84.31567650911488,7,1
1229,18,Female,49063,Rural,Mobile,Travel,88.36014816168625,12,0
1230,31,Male,23748,Rural,Tablet,Sports,85.28344626960521,14,0
1231,64,Female,86629,Suburban,Desktop,Travel,40.761897459048825,4,1
1232,19,Male,40884,Suburban,Tablet,Fashion,16.46135103882923,4,1
1233,45,Female,45183,Suburban,Desktop,Sports,36.33372616380604,18,1
1234,47,Female,91246,Urban,Mobile,Travel,100.65530952129332,3,0
1235,55,Female,39259,Urban,Tablet,Sports,117.75414174505318,1,1
1236,21,Female,55959,Urban,Mobile,Sports,61.79240669527955,17,1
1237,18,Female,53457,Suburban,Mobile,Technology,6.1155408161498555,7,1
1238,25,Female,22103,Suburban,Mobile,Sports,21.10515339543634,16,0
1239,46,Female,85901,Urban,Mobile,Technology,42.03926616137056,5,0
1240,56,Male,64535,Urban,Mobile,Travel,71.53731508818922,19,1
1241,20,Male,36103,Suburban,Tablet,Technology,13.635769267611106,7,1
1242,49,Male,98278,Rural,Desktop,Technology,113.48608935163638,14,0
1243,27,Female,32391,Urban,Tablet,Technology,46.984622427706086,2,0
1244,27,Female,48901,Suburban,Tablet,Fashion,109.94718506135465,3,1
1245,36,Female,87914,Suburban,Tablet,Technology,94.7600073170575,17,0
1246,63,Female,70357,Rural,Tablet,Sports,91.87528633929183,16,1
1247,51,Female,58437,Suburban,Desktop,Technology,74.77275167495668,8,1
1248,50,Female,55503,Suburban,Tablet,Sports,77.08013896096213,18,0
1249,40,Female,95403,Urban,Mobile,Technology,78.37037204986854,15,1
1250,45,Male,61258,Urban,Tablet,Fashion,77.30295950794195,7,1
1251,49,Female,53724,Rural,Tablet,Travel,68.67874661081154,9,0
1252,24,Male,84286,Rural,Desktop,Technology,118.43761212553223,6,1
1253,46,Male,94842,Suburban,Desktop,Technology,89.21341525395505,18,0
1254,25,Female,34908,Urban,Mobile,Fashion,94.34883466513993,18,1
1255,18,Female,70626,Rural,Tablet,Technology,105.33322373462254,14,1
1256,20,Male,57228,Rural,Tablet,Sports,29.798572713472655,14,0
1257,41,Male,43386,Rural,Tablet,Technology,14.63747829593199,14,0
1258,40,Female,66754,Suburban,Mobile,Technology,60.53286020883885,4,0
1259,25,Female,48302,Urban,Desktop,Travel,64.11927999621642,4,0
1260,64,Male,80815,Rural,Mobile,Travel,100.35590469424054,15,0
1261,54,Female,83344,Urban,Tablet,Technology,56.0351116174686,15,0
1262,20,Female,55618,Rural,Desktop,Fashion,70.64809793759596,18,1
1263,50,Female,96234,Rural,Desktop,Travel,65.6131579290477,14,0
1264,45,Male,81114,Urban,Mobile,Technology,9.393320132099971,1,1
1265,64,Male,90130,Urban,Desktop,Travel,75.74971310864511,10,0
1266,25,Male,45525,Urban,Desktop,Technology,100.224977864039,10,1
1267,51,Female,99818,Suburban,Tablet,Travel,23.11256302871744,10,1
1268,52,Female,34334,Rural,Tablet,Travel,73.34814940155852,2,0
1269,49,Male,82767,Suburban,Desktop,Sports,73.26521261133765,8,1
1270,41,Male,26644,Urban,Desktop,Technology,23.881270866481255,1,1
1271,31,Male,52933,Rural,Mobile,Technology,19.198310979034645,1,1
1272,49,Female,63469,Suburban,Mobile,Technology,117.70597344229576,4,0
1273,63,Male,53687,Rural,Desktop,Technology,50.27770451009932,7,0
1274,60,Male,72656,Suburban,Tablet,Travel,31.153498803205867,9,1
1275,33,Female,37375,Urban,Desktop,Sports,24.70232261225312,16,0
1276,21,Female,85206,Suburban,Desktop,Sports,81.77419706207203,5,0
1277,54,Female,56607,Rural,Tablet,Fashion,75.08620919263706,2,1
1278,38,Male,43993,Rural,Tablet,Technology,79.00849414355301,11,1
1279,31,Female,64386,Rural,Mobile,Fashion,15.120693163817009,18,0
1280,48,Female,66287,Rural,Mobile,Travel,107.75647710232025,19,0
1281,35,Male,96312,Urban,Mobile,Fashion,49.76563563304055,13,0
1282,24,Female,95324,Suburban,Mobile,Technology,41.03748173949116,11,1
1283,27,Male,91196,Urban,Tablet,Sports,58.17156643349001,19,0
1284,24,Male,90014,Urban,Desktop,Sports,49.85759756097725,17,0
1285,50,Female,28210,Urban,Mobile,Technology,104.31135536100177,5,0
1286,40,Female,30922,Rural,Mobile,Travel,111.86501214775758,13,1
1287,38,Female,56289,Rural,Tablet,Technology,39.89711989170471,1,1
1288,36,Female,53340,Rural,Tablet,Travel,104.3526178578948,10,1
1289,36,Female,59850,Suburban,Desktop,Sports,94.87515989630272,8,0
1290,53,Female,76984,Rural,Desktop,Travel,112.0428823196476,8,0
1291,46,Male,31094,Suburban,Tablet,Technology,33.2612859013771,19,1
1292,35,Male,53418,Rural,Mobile,Technology,71.3503022639126,6,0
1293,19,Female,25741,Rural,Mobile,Technology,36.57262724515113,12,0
1294,18,Male,92374,Urban,Mobile,Travel,99.77086640570303,7,0
1295,64,Female,88798,Urban,Desktop,Travel,5.61228191567239,16,1
1296,22,Male,90532,Urban,Mobile,Travel,69.95420373193555,9,0
1297,37,Male,42164,Suburban,Mobile,Sports,44.00839459627057,10,0
1298,28,Male,55595,Suburban,Tablet,Fashion,42.10862631394933,10,1
1299,59,Female,50257,Rural,Mobile,Fashion,79.16422724446545,10,0
1300,19,Male,34211,Suburban,Tablet,Technology,102.9207116711093,16,1
1301,20,Female,25232,Rural,Mobile,Sports,75.05747001023252,1,0
1302,40,Male,87753,Suburban,Desktop,Travel,103.11489254437309,17,1
1303,29,Male,72691,Suburban,Mobile,Technology,35.42866786631845,14,1
1304,37,Male,99768,Suburban,Mobile,Sports,64.74271329797283,19,0
1305,22,Male,45613,Urban,Tablet,Technology,56.81170199271374,17,0
1306,54,Male,34026,Suburban,Tablet,Sports,6.339163442856065,14,1
1307,55,Female,73535,Urban,Tablet,Sports,69.03339646118512,8,0
1308,47,Female,50908,Urban,Mobile,Fashion,81.07529727681012,9,1
1309,26,Male,72113,Suburban,Mobile,Technology,73.07015650819305,8,0
1310,51,Male,39610,Rural,Desktop,Travel,89.67218836009347,13,0
1311,61,Male,66646,Rural,Mobile,Fashion,70.70404577210387,17,0
1312,52,Male,83185,Rural,Desktop,Fashion,12.676279307837046,19,0
1313,39,Female,92567,Suburban,Tablet,Travel,18.391235269741813,7,1
1314,61,Male,67574,Rural,Tablet,Sports,73.59457641755452,17,1
1315,41,Female,56182,Urban,Tablet,Travel,36.62260707696862,1,0
1316,34,Male,20570,Rural,Desktop,Technology,14.15918983899807,5,0
1317,27,Female,39288,Suburban,Mobile,Travel,54.404315496582875,6,0
1318,47,Male,98824,Rural,Tablet,Sports,68.74709877962036,2,0
1319,63,Male,49877,Urban,Mobile,Travel,42.805788660204755,16,0
1320,40,Female,20917,Suburban,Mobile,Sports,87.84987575596446,5,1
1321,49,Male,95602,Rural,Tablet,Sports,79.03361993164313,5,1
1322,34,Male,84575,Suburban,Desktop,Technology,43.274111525542274,12,0
1323,34,Male,92518,Suburban,Mobile,Travel,91.81034082448447,3,1
1324,31,Female,59104,Suburban,Tablet,Travel,79.59992989129907,16,1
1325,26,Male,38062,Rural,Mobile,Technology,78.30621855255873,6,0
1326,57,Male,36999,Suburban,Mobile,Sports,68.64418559051282,15,1
1327,19,Female,81845,Rural,Mobile,Travel,6.3098118301835715,15,1
1328,62,Female,29941,Urban,Mobile,Technology,85.09832609984225,16,1
1329,42,Female,81169,Rural,Mobile,Sports,48.24480597755299,13,1
1330,56,Male,43470,Urban,Desktop,Technology,113.40011666824539,12,0
1331,26,Male,79821,Rural,Desktop,Travel,99.06824867387861,10,1
1332,39,Male,64435,Suburban,Tablet,Technology,72.5848639961009,14,1
1333,60,Female,24529,Rural,Desktop,Fashion,34.00092790921599,2,1
1334,63,Male,32192,Suburban,Desktop,Sports,28.427500226931656,3,0
1335,21,Male,94102,Urban,Desktop,Fashion,44.14425633291815,9,1
1336,43,Female,92762,Rural,Mobile,Fashion,59.80531351170213,11,1
1337,46,Female,54087,Suburban,Mobile,Sports,39.04753365447892,11,1
1338,62,Female,86677,Urban,Tablet,Sports,64.21689197013552,10,0
1339,51,Female,24627,Urban,Tablet,Technology,24.01759893401638,14,0
1340,40,Female,76541,Rural,Tablet,Sports,117.43697347493249,9,0
1341,54,Male,88226,Urban,Mobile,Fashion,17.411323820974296,10,0
1342,28,Female,23255,Suburban,Desktop,Fashion,112.17357606025278,9,0
1343,23,Male,77433,Urban,Desktop,Travel,110.06147131130992,5,1
1344,35,Male,25213,Urban,Mobile,Sports,65.41645540924227,8,0
1345,38,Female,39404,Suburban,Tablet,Fashion,88.3646812611497,11,1
1346,59,Female,45380,Urban,Tablet,Travel,55.1455542668476,1,0
1347,53,Female,39173,Urban,Tablet,Travel,77.45397641738039,10,0
1348,58,Male,73027,Urban,Mobile,Technology,44.16623280342865,1,0
1349,55,Female,43989,Urban,Tablet,Fashion,39.63328727532622,7,1
1350,51,Female,44519,Suburban,Tablet,Technology,71.49642540949408,14,1
1351,34,Female,42439,Urban,Mobile,Fashion,62.284912531157744,5,1
1352,54,Female,96949,Suburban,Desktop,Technology,71.64668245224783,17,0
1353,42,Female,34995,Urban,Mobile,Technology,37.965966848007646,6,0
1354,55,Male,43559,Urban,Mobile,Sports,47.200150658954456,16,0
1355,29,Male,25021,Urban,Mobile,Technology,14.64826547232457,11,0
1356,40,Male,41119,Urban,Mobile,Sports,11.011782811303657,10,0
1357,59,Female,71539,Suburban,Desktop,Travel,34.14756991239687,15,0
1358,39,Female,59350,Suburban,Tablet,Fashion,13.538388823012761,7,1
1359,38,Female,66223,Suburban,Mobile,Travel,16.93409149299518,2,1
1360,44,Male,45517,Rural,Desktop,Fashion,98.48676662030276,12,0
1361,48,Female,98653,Urban,Tablet,Travel,9.47047515691927,19,1
1362,23,Female,42250,Urban,Tablet,Fashion,80.77842130249542,12,1
1363,44,Female,86798,Suburban,Tablet,Technology,36.34414111377106,16,1
1364,57,Male,74199,Rural,Mobile,Fashion,105.22775328143454,6,0
1365,51,Female,79546,Urban,Mobile,Fashion,60.77411272641245,3,0
1366,29,Male,23327,Suburban,Tablet,Travel,40.14129282269996,2,0
1367,62,Female,49768,Urban,Tablet,Travel,64.52847760428497,5,0
1368,24,Male,84418,Urban,Tablet,Travel,48.92517219020591,11,1
1369,27,Male,62788,Suburban,Tablet,Sports,69.89462243703048,3,0
1370,62,Male,66830,Suburban,Tablet,Sports,18.171279857530045,3,0
1371,34,Female,72446,Urban,Tablet,Fashion,119.65390782344338,5,0
1372,43,Female,35160,Urban,Desktop,Fashion,53.93892593512252,11,1
1373,38,Male,76583,Suburban,Tablet,Technology,45.046523566347396,3,1
1374,45,Male,53998,Urban,Mobile,Technology,86.67413255637047,13,1
1375,63,Female,47230,Urban,Mobile,Fashion,46.848431746963236,8,1
1376,19,Female,29076,Suburban,Mobile,Sports,100.82654507830713,10,1
1377,60,Male,89341,Urban,Tablet,Fashion,57.241133301448905,2,0
1378,18,Female,51085,Urban,Mobile,Technology,87.74921752552501,4,1
1379,53,Female,75571,Rural,Desktop,Sports,17.357119890816954,18,1
1380,43,Female,34715,Suburban,Tablet,Sports,102.30370633883786,19,0
1381,46,Female,25750,Rural,Mobile,Technology,89.60756847948264,4,0
1382,38,Male,98768,Rural,Desktop,Fashion,29.347429523126053,9,0
1383,28,Female,55903,Rural,Desktop,Travel,21.707891120765463,16,1
1384,57,Female,92489,Urban,Mobile,Fashion,41.373620103446804,6,0
1385,28,Male,52093,Urban,Desktop,Fashion,117.24811739366899,4,1
1386,53,Male,54314,Rural,Mobile,Technology,34.53563107521174,9,0
1387,56,Female,68225,Rural,Desktop,Sports,57.454629028862826,13,1
1388,57,Female,55179,Rural,Tablet,Technology,8.452325957493676,9,1
1389,52,Female,45338,Urban,Tablet,Fashion,50.68116590011674,6,1
1390,51,Female,89681,Rural,Tablet,Travel,70.70180177480681,19,1
1391,64,Male,52101,Rural,Tablet,Travel,114.60933043841598,14,0
1392,41,Male,22775,Suburban,Tablet,Travel,64.42464516810742,15,0
1393,39,Male,65619,Suburban,Mobile,Technology,99.1973425104341,3,1
1394,22,Female,65838,Urban,Tablet,Sports,67.91967889542357,5,0
1395,50,Female,39539,Suburban,Tablet,Technology,9.690276545084583,18,1
1396,53,Female,77124,Suburban,Tablet,Travel,41.225951646824015,14,0
1397,64,Female,85149,Suburban,Tablet,Fashion,71.18819340057688,16,0
1398,37,Male,46616,Urban,Desktop,Sports,114.3183060820793,14,1
1399,36,Male,99655,Suburban,Tablet,Technology,103.79999137139183,9,1
1400,52,Female,74567,Urban,Tablet,Technology,31.26089563056748,15,0
1401,60,Male,57099,Rural,Mobile,Sports,30.312630452203805,7,1
1402,34,Female,95831,Suburban,Desktop,Sports,28.134891218098588,14,0
1403,62,Female,81799,Urban,Mobile,Fashion,111.08737307478786,6,0
1404,60,Male,45479,Suburban,Tablet,Sports,103.05660760669788,15,0
1405,51,Female,66172,Rural,Mobile,Fashion,94.1115947090891,8,1
1406,26,Female,75863,Urban,Mobile,Travel,50.164538135786174,2,1
1407,43,Male,62043,Urban,Tablet,Travel,63.00378099435818,8,0
1408,19,Female,35408,Urban,Desktop,Technology,58.39815065144258,1,1
1409,26,Female,77980,Rural,Desktop,Travel,34.14078236932785,17,1
1410,26,Male,36351,Rural,Mobile,Travel,63.0782253071082,19,0
1411,57,Female,24131,Rural,Tablet,Fashion,8.507103003066764,5,1
1412,34,Male,64825,Urban,Mobile,Technology,20.158192952207806,16,1
1413,18,Female,31349,Rural,Mobile,Sports,106.95780355942884,7,0
1414,42,Male,80931,Suburban,Mobile,Technology,91.44317320861367,7,1
1415,60,Male,64254,Rural,Tablet,Travel,53.629867041795016,18,0
1416,57,Male,58225,Urban,Tablet,Sports,64.47229166264589,18,1
1417,59,Female,32453,Suburban,Desktop,Technology,47.5498718853974,2,1
1418,42,Male,38814,Rural,Tablet,Technology,90.18968472347733,15,0
1419,56,Male,38263,Suburban,Mobile,Technology,95.18152561168915,14,0
1420,52,Male,97694,Suburban,Mobile,Technology,92.7777968733633,18,1
1421,20,Male,35735,Urban,Desktop,Fashion,88.1003483559617,9,0
1422,54,Male,35830,Suburban,Tablet,Technology,28.51799894967152,14,0
1423,61,Female,67893,Suburban,Mobile,Travel,43.86654761265506,5,1
1424,61,Female,64673,Urban,Desktop,Travel,59.03222502312261,11,0
1425,47,Female,65066,Urban,Desktop,Fashion,43.0411940141804,8,1
1426,55,Female,23373,Urban,Mobile,Sports,91.81812301820783,5,1
1427,51,Female,30335,Suburban,Mobile,Sports,42.87565528874479,11,0
1428,29,Female,43741,Suburban,Tablet,Travel,20.896689980313774,5,1
1429,36,Female,30692,Suburban,Desktop,Travel,50.88965198555497,17,0
1430,54,Male,67295,Urban,Mobile,Fashion,117.69015976997373,4,1
1431,61,Female,65541,Rural,Desktop,Sports,30.97636248736123,15,0
1432,34,Male,54057,Suburban,Tablet,Sports,75.39824577847135,19,0
1433,27,Male,86983,Rural,Mobile,Technology,54.79190073156622,2,1
1434,64,Female,39583,Urban,Tablet,Technology,13.167825279672563,17,0
1435,29,Male,42765,Suburban,Desktop,Technology,61.10580968977684,12,0
1436,33,Male,79287,Rural,Tablet,Fashion,85.74889779455593,17,0
1437,41,Male,43906,Suburban,Tablet,Travel,64.02029722019915,10,1
1438,36,Male,99675,Suburban,Desktop,Fashion,105.29219733085682,18,1
1439,25,Female,66525,Suburban,Tablet,Sports,38.227756915622,19,0
1440,48,Female,58230,Rural,Desktop,Travel,14.918654699955965,18,0
1441,38,Female,39520,Urban,Mobile,Technology,112.70504534067071,13,1
1442,34,Female,71934,Suburban,Desktop,Fashion,48.492580195745184,14,1
1443,40,Female,45566,Urban,Desktop,Fashion,71.28663841716784,16,1
1444,54,Female,93193,Urban,Mobile,Technology,96.08035950497253,18,0
1445,33,Female,50134,Rural,Desktop,Fashion,42.296071345691765,18,1
1446,23,Female,30345,Rural,Mobile,Technology,87.35892189042528,16,0
1447,25,Female,61185,Urban,Mobile,Sports,20.573167729050226,17,1
1448,42,Female,90744,Suburban,Desktop,Travel,38.4987809286331,7,0
1449,35,Male,53455,Rural,Tablet,Sports,21.64172315569979,12,1
1450,42,Female,48018,Suburban,Tablet,Sports,98.29151421615614,2,0
1451,29,Male,74219,Suburban,Mobile,Technology,30.604662051080318,10,1
1452,32,Male,65991,Suburban,Tablet,Fashion,87.50140887159918,5,1
1453,43,Male,93616,Urban,Tablet,Sports,113.47931568325005,3,0
1454,58,Male,29486,Suburban,Desktop,Sports,65.69380404292085,19,1
1455,62,Female,58862,Urban,Mobile,Sports,67.10335710997909,13,1
1456,43,Male,78870,Urban,Mobile,Fashion,58.01886033124838,12,1
1457,64,Female,63856,Suburban,Desktop,Fashion,42.47736649026891,3,1
1458,49,Female,51379,Suburban,Tablet,Technology,59.70032855636547,6,0
1459,27,Male,84729,Suburban,Mobile,Sports,74.32286621067733,14,0
1460,33,Female,48378,Suburban,Tablet,Travel,118.38903079962583,4,1
1461,24,Male,74353,Urban,Mobile,Fashion,112.84292432159579,13,0
1462,34,Male,69996,Suburban,Mobile,Technology,104.147590203709,19,0
1463,40,Female,34031,Suburban,Mobile,Sports,107.2500116060587,18,0
1464,43,Female,85982,Urban,Mobile,Travel,58.80265607858494,3,0
1465,38,Male,56683,Rural,Tablet,Fashion,80.60609762540845,6,0
1466,39,Female,37618,Rural,Tablet,Travel,107.93267313766462,16,1
1467,24,Female,26587,Urban,Tablet,Fashion,50.1893379740056,3,0
1468,31,Female,82790,Rural,Tablet,Technology,115.60268500972892,12,1
1469,32,Male,51480,Urban,Desktop,Travel,52.81539713795605,19,0
1470,24,Male,40527,Suburban,Mobile,Sports,74.1245065202198,19,1
1471,26,Female,43569,Suburban,Mobile,Sports,86.62754202632277,4,1
1472,25,Female,31151,Rural,Mobile,Fashion,114.31808150373291,1,1
1473,40,Female,91094,Suburban,Desktop,Sports,33.1308715160106,2,0
1474,46,Female,79174,Rural,Tablet,Travel,90.80506249744386,13,0
1475,35,Female,64739,Rural,Mobile,Technology,64.89379240656945,13,1
1476,48,Male,52954,Suburban,Tablet,Fashion,35.88407117137372,2,1
1477,47,Female,55303,Suburban,Tablet,Travel,94.30978657658491,19,0
1478,56,Male,54700,Rural,Desktop,Fashion,68.50556221999236,16,0
1479,52,Female,87568,Suburban,Desktop,Technology,81.01198937471271,12,1
1480,35,Male,86788,Urban,Tablet,Fashion,42.13362288645862,1,0
1481,59,Female,91045,Suburban,Mobile,Sports,60.34650446017458,9,0
1482,56,Male,57842,Suburban,Mobile,Sports,75.99573886362771,17,0
1483,34,Female,33900,Urban,Desktop,Fashion,51.56474364103206,10,0
1484,31,Male,21881,Suburban,Desktop,Technology,27.812842082485652,18,0
1485,48,Male,53037,Suburban,Desktop,Technology,115.58865661625997,19,0
1486,41,Male,21630,Rural,Desktop,Sports,63.818767104901,7,1
1487,52,Male,40789,Suburban,Desktop,Technology,89.40084258308556,19,1
1488,61,Male,66151,Suburban,Desktop,Fashion,52.27042725894668,15,1
1489,62,Male,68920,Urban,Desktop,Travel,45.84015286295738,9,1
1490,51,Female,87231,Rural,Mobile,Fashion,51.82389432371937,10,1
1491,20,Male,23262,Rural,Desktop,Sports,52.05761403534973,4,1
1492,54,Female,86981,Rural,Desktop,Sports,67.58071333332467,6,0
1493,60,Female,95485,Suburban,Mobile,Sports,67.49903504785676,4,0
1494,57,Female,74722,Rural,Mobile,Technology,62.17268882653024,5,1
1495,43,Female,70818,Urban,Tablet,Fashion,20.50036526550538,9,1
1496,40,Female,49932,Rural,Desktop,Travel,62.04868002756108,12,1
1497,61,Male,26901,Urban,Desktop,Fashion,24.44694854837492,8,0
1498,56,Male,28597,Rural,Desktop,Travel,19.505615424012994,5,0
1499,32,Male,83909,Rural,Desktop,Fashion,112.2542574942343,11,0
1500,21,Female,92391,Urban,Tablet,Sports,74.56925151198598,11,0
1501,46,Male,28263,Rural,Mobile,Travel,80.8413566843272,13,1
1502,39,Male,83293,Rural,Mobile,Fashion,51.20627208833683,14,1
1503,42,Male,45805,Rural,Desktop,Technology,109.53280257020938,8,1
1504,30,Male,31874,Suburban,Desktop,Technology,78.36200630166152,18,1
1505,35,Male,34079,Urban,Desktop,Fashion,93.45453499521255,19,0
1506,50,Female,69850,Rural,Tablet,Sports,47.38468393818709,12,0
1507,33,Male,92779,Urban,Tablet,Travel,115.40136629419943,12,1
1508,62,Female,29018,Urban,Mobile,Fashion,99.35304836820623,18,0
1509,59,Female,69500,Urban,Desktop,Technology,103.20407324667252,10,0
1510,61,Female,32100,Rural,Desktop,Travel,24.80234075396174,7,0
1511,19,Female,77021,Rural,Desktop,Technology,36.160768905190245,18,0
1512,52,Female,39800,Urban,Desktop,Technology,37.84705896361136,12,1
1513,59,Male,83400,Suburban,Tablet,Fashion,36.15456067339018,14,0
1514,51,Male,49437,Urban,Mobile,Technology,103.37193864199311,15,1
1515,47,Male,96537,Suburban,Mobile,Travel,8.666751448988093,16,0
1516,30,Female,66675,Urban,Tablet,Sports,13.751498732789045,2,0
1517,30,Male,39942,Urban,Desktop,Fashion,36.50021012243893,18,1
1518,35,Male,40862,Urban,Mobile,Travel,27.98539208468602,12,1
1519,49,Female,31669,Rural,Mobile,Fashion,31.66385559652756,16,0
1520,49,Female,73772,Suburban,Tablet,Technology,96.7634667641295,13,0
1521,52,Female,35916,Suburban,Desktop,Technology,69.75955829758539,17,1
1522,56,Female,30878,Urban,Mobile,Travel,5.663626048691319,18,0
1523,63,Male,22985,Rural,Desktop,Travel,54.372118055982455,3,0
1524,46,Female,93648,Rural,Mobile,Sports,51.906766587791275,10,1
1525,46,Female,61235,Suburban,Tablet,Travel,18.103705986122506,1,0
1526,61,Male,38931,Rural,Desktop,Travel,82.75630568916758,6,0
1527,33,Male,20336,Suburban,Tablet,Fashion,85.74117666364147,3,0
1528,61,Female,62933,Suburban,Mobile,Technology,87.90272019099123,19,0
1529,64,Male,65536,Suburban,Tablet,Travel,88.77415873923809,4,0
1530,27,Female,89504,Rural,Tablet,Sports,5.006075097214132,3,1
1531,47,Female,71148,Suburban,Tablet,Travel,114.70089244237305,8,0
1532,42,Male,36279,Suburban,Mobile,Technology,98.63400821128626,8,1
1533,56,Male,88665,Urban,Desktop,Travel,108.95789510776781,7,1
1534,37,Female,91386,Suburban,Tablet,Fashion,6.798978960354925,2,0
1535,22,Female,97485,Suburban,Desktop,Technology,112.39376151536003,6,1
1536,18,Female,94055,Urban,Mobile,Travel,98.12568079913204,16,0
1537,47,Male,97273,Urban,Desktop,Fashion,101.28020144025034,10,1
1538,20,Female,86670,Rural,Tablet,Technology,15.72804924302638,4,1
1539,62,Female,96474,Suburban,Tablet,Travel,89.95947332563873,13,1
1540,31,Female,74028,Rural,Tablet,Fashion,115.39041930884046,10,0
1541,47,Female,91128,Rural,Tablet,Sports,83.03294426308847,14,1
1542,21,Female,38108,Urban,Tablet,Fashion,70.61456153182975,9,1
1543,35,Male,72495,Rural,Tablet,Sports,113.74741294113466,11,1
1544,54,Female,96533,Suburban,Mobile,Travel,55.93776899946014,18,0
1545,42,Female,76830,Urban,Mobile,Fashion,73.91876012570505,11,0
1546,18,Female,94640,Suburban,Mobile,Sports,59.77890375185211,17,1
1547,63,Female,72509,Suburban,Desktop,Technology,112.27731545643441,2,1
1548,32,Male,86406,Urban,Desktop,Fashion,13.749743578033335,3,1
